profesor,url,komentar
Zamuda Aleš,https://profesorji.net/profesor/feri/uni/zamuda,"moč komentarja:-71+42Sicer je samo asistent vendar mislim da bi moral prevzeti stolček predavatelja. Mislim da je to eden najbolših asistentov na feri-ju, tudi pri vajah vedno pomaga kadar je le to mogoče!strinjam sene strinjam se"
Zazula Damjan,https://profesorji.net/profesor/feri/uni/zazula,moč komentarja:-10+56Strokovnjak!strinjam sene strinjam se
Zazula Damjan,https://profesorji.net/profesor/feri/uni/zazula,"moč komentarja:-10+35Majstor 


Več takšnih rabimostrinjam sene strinjam se"
Zazula Damjan,https://profesorji.net/profesor/feri/uni/zazula,"moč komentarja:-7+28zahteven, vendar sposoben predavati,naučiti!strinjam sene strinjam se"
Zazula Damjan,https://profesorji.net/profesor/feri/uni/zazula,moč komentarja:-1+5Dober profesor ni kej samo ce mores pri njem delat izpit potem se pripravi na ucenje :Dstrinjam sene strinjam se
Zemljak Aleš,https://profesorji.net/profesor/feri/uni/ales-zemljak,"Napisal:brucmoč komentarja:-5+23Dolgočasen. Navodila vaj le prebere iz pdf-jev, če imamo vprašanja vpraša le zaradi pravilnika, odgovori so mu odveč. Nezmotljivstrinjam sene strinjam se"
Zemljak Aleš,https://profesorji.net/profesor/feri/uni/ales-zemljak,"moč komentarja:-4+15""Lepo pozdravljeni vsi skupaj""strinjam sene strinjam se"
Zemljak Aleš,https://profesorji.net/profesor/feri/uni/ales-zemljak,moč komentarja:-3+9Primitivc da večjega ni. Zavrača vaje kot bi jedo kekse in pol ko ga dejansko vprašaš kaj je blo narobe ti s težkim srcem razloži...strinjam sene strinjam se
Zemljak Aleš,https://profesorji.net/profesor/feri/uni/ales-zemljak,"moč komentarja:-3+8Primitivc, nezmotljiv.strinjam sene strinjam se"
Zemljak Aleš,https://profesorji.net/profesor/feri/uni/ales-zemljak,"moč komentarja:-3+8Primitivc, najbol pametn pa vse ma prav. Ne moreš se kaj zmenit.strinjam sene strinjam se"
Zemljak Aleš,https://profesorji.net/profesor/feri/uni/ales-zemljak,"moč komentarja:-3+7Primitivc, nezmotljiv.strinjam sene strinjam se"
Zemljak Aleš,https://profesorji.net/profesor/feri/uni/ales-zemljak,Napisal:mabršekmoč komentarja:-3+6Ta gospod pa res ne zna razlagati vaj drugače kot jih brati iz powerpointa!strinjam sene strinjam se
Zemljak Aleš,https://profesorji.net/profesor/feri/uni/ales-zemljak,"Napisal:Koksmoč komentarja:-4+6Ta gospod ima spisan algoritem za zavracanje nalog, gre pa takole: ko vidi vaso nalogo zazene program ki zgenerira nakljucno st. Od 1 do 1000000 ce je zgeneriralo st 1 vam sprejme nalogo....zmeri neki najde da ti lahko zavrne nalogo ....strinjam sene strinjam se"
Zemljak Aleš,https://profesorji.net/profesor/feri/uni/ales-zemljak,"moč komentarja:-1+0Asistent je do mene vedno bil korekten, pri zagovoru je vprašal realna vprašanaj kaj bi lahko ugotovil če sem sam naredil nalogo ali kopiro od koga drugega.strinjam sene strinjam se"
Zemljak Aleš,https://profesorji.net/profesor/feri/uni/ales-zemljak,"moč komentarja:-4+2najpametnjesi

snov prepiši in nezna razložitstrinjam sene strinjam se"
Zemljak Aleš,https://profesorji.net/profesor/feri/uni/ales-zemljak,Napisal:lord saviour aleš zemljakmoč komentarja:-7+3največja legenda kar jih je in naš mesija in lord saviour. all hail the king zemljakstrinjam sene strinjam se
Zemljak Aleš,https://profesorji.net/profesor/feri/uni/ales-zemljak,"moč komentarja:-11+5eh smešni ste, tip res ni tolk slab..strinjam sene strinjam se"
Zemljak Aleš,https://profesorji.net/profesor/feri/uni/ales-zemljak,"Napisal:bruckamoč komentarja:-11+1je res super!! Če ga spoštuješ, je zelo prijazen, pomaga in pove kaj delaš narobe. Do ''pametnjakovičev"",ki trdijo svoj prav (takrat ko nimajo) pa je prav da je tudi on manj spoštljiv.
Razlaga pa boljše od večine asistentov!!strinjam sene strinjam se"
Zemljak Mesija Lord Saviour King Of All Swag Aleš Naš Rešitlj,https://profesorji.net/profesor/feri/uni/ales-nas-resitlj-zemljak-mesija-lord-saviour-king-of-all-swag,"Fakulteta za elektrotehniko, računalništvo in informatiko / UNIAleš Naš Rešitlj Zemljak Mesija Lord Saviour King Of All Swag1.6/5Število ocen:22Predmeti:Selfič(1L)dodaj predmetKomentiraj predmete! Klikni na ime predmeta zgoraj!Spremeni podatke profesorjaDodaj komentarSponzorjiO tem profesorju še nihče ni napisal mnenja."
Zemljak Mesija Lord Saviour King Of All Swag Aleš Naš Rešitlj,https://profesorji.net/profesor/feri/uni/ales-nas-resitlj-zemljak-mesija-lord-saviour-king-of-all-swag,Aleš Naš Rešitlj Zemljak Mesija Lord Saviour King Of All Swag1.6/5Število ocen:22Predmeti:Selfič(1L)dodaj predmetKomentiraj predmete! Klikni na ime predmeta zgoraj!Spremeni podatke profesorjaDodaj komentarSponzorjiO tem profesorju še nihče ni napisal mnenja.
Zgrabljić Rotar Nada,https://profesorji.net/profesor/feri/uni/zgrabljic-rotar,moč komentarja:-4+4ma dobra je ona za na kablstrinjam sene strinjam se
Zimšek Danilo,https://profesorji.net/profesor/feri/uni/danilo-zimsek,"Fakulteta za elektrotehniko, računalništvo in informatiko / UNIDanilo Zimšek1.7/5Število ocen:7Predmeti:dodaj predmetKomentiraj predmete! Klikni na ime predmeta zgoraj!Spremeni podatke profesorjaDodaj komentarSponzorjiO tem profesorju še nihče ni napisal mnenja."
Zimšek Danilo,https://profesorji.net/profesor/feri/uni/danilo-zimsek,Danilo Zimšek1.7/5Število ocen:7Predmeti:dodaj predmetKomentiraj predmete! Klikni na ime predmeta zgoraj!Spremeni podatke profesorjaDodaj komentarSponzorjiO tem profesorju še nihče ni napisal mnenja.
Zorman Milan,https://profesorji.net/profesor/feri/uni/zorman,"moč komentarja:-9+93Večina profesorjev si lahko vzame vzor! Prijazen, učinkovit, lahko se z njim meniš o vsem!strinjam sene strinjam se"
Zorman Milan,https://profesorji.net/profesor/feri/uni/zorman,moč komentarja:-11+82Meni osebno najbolj normalen profesor :)strinjam sene strinjam se
Zorman Milan,https://profesorji.net/profesor/feri/uni/zorman,Napisal:ursykamoč komentarja:-7+56Najboljsi profesor :Pstrinjam sene strinjam se
Zorman Milan,https://profesorji.net/profesor/feri/uni/zorman,moč komentarja:-8+48Najboljši profesor na feriju :)strinjam sene strinjam se
Zorman Milan,https://profesorji.net/profesor/feri/uni/zorman,"Napisal:The Omoč komentarja:-5+36Res kul profesor. Je nasmejan, dobro razlaga, čist preprost drugače. Top profesor na ferijustrinjam sene strinjam se"
Zorman Milan,https://profesorji.net/profesor/feri/uni/zorman,moč komentarja:-4+28Dobrostrinjam sene strinjam se
Zorman Milan,https://profesorji.net/profesor/feri/uni/zorman,moč komentarja:-5+22Najboljši profesor na FERIju!strinjam sene strinjam se
Zorman Milan,https://profesorji.net/profesor/feri/uni/zorman,"moč komentarja:-0+12TOP profesor, dobra razlaga snovi, zanimivi primeri...strinjam sene strinjam se"
Zorman Milan,https://profesorji.net/profesor/feri/uni/zorman,"moč komentarja:-4+16Profesor zna obdržati pozornost študentov, njegova predavanja so vedno zanimiva in polna konkretnih primerov. Prijazen, razumevajoč profesor, ki bi rad pomagal vsem študentom. Njegova predavanja so prav prijetna, za razliko od večine ostalih profesorjev.strinjam sene strinjam se"
Zorman Milan,https://profesorji.net/profesor/feri/uni/zorman,"moč komentarja:-5+17se strinjam glede vseh komentarjev.... edino moti me to da popravlja seminarske naloge cele mesece , in obljubla da jih bo oddal do določenega roka(kar pa se še do zdaj nažalost ni zgodilo)strinjam sene strinjam se"
Zorman Milan,https://profesorji.net/profesor/feri/uni/zorman,moč komentarja:-0+11Milan 🔛🔝strinjam sene strinjam se
Zorman Milan,https://profesorji.net/profesor/feri/uni/zorman,"moč komentarja:-2+6Pri predmetu Inteligentni Sistemi predaja nerazumno, prosojnice zgledajo kot da je samo prilepil stravke iz knjige in se trudil da cim vec nerazumno razlozi snov: tisoc formul in slik izven kontektsa, preskakanje korakov... disappointment++
vsi ki lahko izbirate predmet, prosim se tega izogibajtestrinjam sene strinjam se"
Zorman Milan,https://profesorji.net/profesor/feri/uni/zorman,moč komentarja:-1+2🥷🏿ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤstrinjam sene strinjam se
Zorman Milan,https://profesorji.net/profesor/feri/uni/zorman,Napisal:Višji policijski inšpektor Brane Batinamoč komentarja:-2+3Lopofstrinjam sene strinjam se
Zorman Gregor,https://profesorji.net/profesor/feri/uni/gregor-zorman,"Fakulteta za elektrotehniko, računalništvo in informatiko / UNIGregor Zorman-/5Število ocen:0Predmeti:dodaj predmetKomentiraj predmete! Klikni na ime predmeta zgoraj!Spremeni podatke profesorjaDodaj komentarSponzorjiO tem profesorju še nihče ni napisal mnenja."
Zorman Gregor,https://profesorji.net/profesor/feri/uni/gregor-zorman,Gregor Zorman-/5Število ocen:0Predmeti:dodaj predmetKomentiraj predmete! Klikni na ime predmeta zgoraj!Spremeni podatke profesorjaDodaj komentarSponzorjiO tem profesorju še nihče ni napisal mnenja.
Čakš Peter,https://profesorji.net/profesor/feri/uni/peter-caks,"moč komentarja:-5+13Eden izmed najboljših asistentov, kar jih fakulteta premore!strinjam sene strinjam se"
Čakš Peter,https://profesorji.net/profesor/feri/uni/peter-caks,"Napisal:študentekmoč komentarja:-3+7Asistenk Peter Čakš je res super predavatelj, z veseljem bi imel več ur z njim. V pomoč in oporo je študentom vedno, ko to potrebujejo.strinjam sene strinjam se"
Čakš Peter,https://profesorji.net/profesor/feri/uni/peter-caks,moč komentarja:-3+5Ded nezna utihnat tut takrat ko bi res mogo..strinjam sene strinjam se
Čakš Peter,https://profesorji.net/profesor/feri/uni/peter-caks,moč komentarja:-6+4Lulat me...strinjam sene strinjam se
Čakš Peter,https://profesorji.net/profesor/feri/uni/peter-caks,moč komentarja:-7+1še kr vredostrinjam sene strinjam se
Čep Aleš,https://profesorji.net/profesor/feri/uni/ales-cep,moč komentarja:-5+31eh ta sploh nevem če ve kaj delastrinjam sene strinjam se
Čep Aleš,https://profesorji.net/profesor/feri/uni/ales-cep,moč komentarja:-5+29Ne zanimiv antipatičen. delujo pod vplivom zemljaka.strinjam sene strinjam se
Čep Aleš,https://profesorji.net/profesor/feri/uni/ales-cep,moč komentarja:-2+23Zašvicu fulstrinjam sene strinjam se
Čep Aleš,https://profesorji.net/profesor/feri/uni/ales-cep,"moč komentarja:-2+23Najbolj len asistent na šoli. Kljub temu, da ima ta tvojo skupino bo poslal drugega asistenta a če le ta manjka pa je takrat tam pa itak nič ne ve.strinjam sene strinjam se"
Čep Aleš,https://profesorji.net/profesor/feri/uni/ales-cep,Napisal:Mihamoč komentarja:-2+20Gestapostrinjam sene strinjam se
Čep Aleš,https://profesorji.net/profesor/feri/uni/ales-cep,moč komentarja:-1+11A tale ima sploh šolo?strinjam sene strinjam se
Čep Aleš,https://profesorji.net/profesor/feri/uni/ales-cep,moč komentarja:-3+7Nic ne naucistrinjam sene strinjam se
Čep Aleš,https://profesorji.net/profesor/feri/uni/ales-cep,"moč komentarja:-2+3Meni je bil ok, vaje tud zanimive.strinjam sene strinjam se"
Čep Aleš,https://profesorji.net/profesor/feri/uni/ales-cep,"moč komentarja:-3+0Doesn't teach you anything, but still wants you to know everything while defending your exercises. I will give him a 2 because he made me smile sometimes.strinjam sene strinjam se"
Černelič Jernej,https://profesorji.net/profesor/feri/uni/jernej-cernelic,"Fakulteta za elektrotehniko, računalništvo in informatiko / UNIJernej Černelič4.8/5Število ocen:16Predmeti:Elektromehanski pretvorniki(2L)dodaj predmetKomentiraj predmete! Klikni na ime predmeta zgoraj!Spremeni podatke profesorjaDodaj komentarSponzorjiO tem profesorju še nihče ni napisal mnenja."
Černelič Jernej,https://profesorji.net/profesor/feri/uni/jernej-cernelic,Jernej Černelič4.8/5Število ocen:16Predmeti:Elektromehanski pretvorniki(2L)dodaj predmetKomentiraj predmete! Klikni na ime predmeta zgoraj!Spremeni podatke profesorjaDodaj komentarSponzorjiO tem profesorju še nihče ni napisal mnenja.
Četina Luka,https://profesorji.net/profesor/feri/uni/luka-cetina,moč komentarja:-0+9Very chill dudestrinjam sene strinjam se
Četina Luka,https://profesorji.net/profesor/feri/uni/luka-cetina,"moč komentarja:-0+8Pa ja, bi šel na kaki pir z njimstrinjam sene strinjam se"
Četina Luka,https://profesorji.net/profesor/feri/uni/luka-cetina,moč komentarja:-0+4Zelo sproščen in simpatičen asistent.strinjam sene strinjam se
Češnjaj Marko,https://profesorji.net/profesor/feri/uni/marko-cesnjaj,"Napisal:lepa afnamoč komentarja:-0+0pacek ma rootkit v mojem srcu. Enkrat sma kadila na namenode ko se je docker zruso... ko tejneri so padali en za drugim, samo je meu marko na sreco ftk imager da sva pogledla ka je nori heker naredo juhuhustrinjam sene strinjam se"
Črepinšek Matej,https://profesorji.net/profesor/feri/uni/matej-crepinsek,moč komentarja:-11+44Legenda!strinjam sene strinjam se
Črepinšek Matej,https://profesorji.net/profesor/feri/uni/matej-crepinsek,moč komentarja:-8+13Legenda je angry reactal moj zagovor XDstrinjam sene strinjam se
Črepinšek Matej,https://profesorji.net/profesor/feri/uni/matej-crepinsek,Napisal:chillymoč komentarja:-7+12man likes to chillstrinjam sene strinjam se
Črepinšek Matej,https://profesorji.net/profesor/feri/uni/matej-crepinsek,Napisal:Nemaram Matejamoč komentarja:-4+8Ni mi všeč.strinjam sene strinjam se
Črepinšek Matej,https://profesorji.net/profesor/feri/uni/matej-crepinsek,moč komentarja:-8+10what a manstrinjam sene strinjam se
Črepinšek Matej,https://profesorji.net/profesor/feri/uni/matej-crepinsek,"moč komentarja:-0+1sploh mi ni jasno kak ta tip ma tko dobre ocene. kva je tko dobrega pri njem? zelo je neprofesionalen in se je res nerodno obnasal do nekih studentov. na zagovorih zna komplicirat, tudi ce je tezava bla nekaj na kar sploh ni blo mogoce vplivat, al pa nekak najde nek najbolj neumn razlog zakaj ti noce kode pogledat na zagovoru. tudi tezi ce nisi hodu na predavnja, ceprav si use naredu. dvojko sem dau sam zarad tega kr drgac dobro ve to kar predaja.strinjam sene strinjam se"
Črepinšek Matej,https://profesorji.net/profesor/feri/uni/matej-crepinsek,moč komentarja:-2+2goat 🐐🐐🐐🐐🐐🐐🐐🐐strinjam sene strinjam se
Črepinšek Matej,https://profesorji.net/profesor/feri/uni/matej-crepinsek,Napisal:androidbromoč komentarja:-9+9Tilen??strinjam sene strinjam se
Čučej Žarko,https://profesorji.net/profesor/feri/uni/cucej,moč komentarja:-3+31katastrofa predavanjastrinjam sene strinjam se
Čučej Žarko,https://profesorji.net/profesor/feri/uni/cucej,"Napisal:Signalmoč komentarja:-2+16S Planinšičem sta doličen tandem. ""Znanstevneika sovjega kova""strinjam sene strinjam se"
Čučko Špela,https://profesorji.net/profesor/feri/uni/spela-cucko,"moč komentarja:-0+3mau prveč komplicira, drgač pa je fajn, pa še dobr zgledastrinjam sene strinjam se"
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,"moč komentarja:-19+130Slab profesor, ki misli da je vso znanje na svetu pojedo in da je njegov predmet edini na svetu. Naučili se ne boste praktično nič (par konceptov fizikalnih) ostalo pa je nesmiselno učenje ""datasheetov"" . Če pišete kolokvij in greste na zagovor med prvimi boste verjetno naredili, ko pa se približa pozna ura pa vse zmeče ker se mu ne da... 
(Ima tudi neko fore z samoocenjevanjem ki je kar nekaj)

FERI obiskujem 2 leto in še nisem srečal bolj antipatičnega in ne-fer profesorja. Na uvodnih predavanjih vam bo kazal kako fajn je ocenjen na tej spletni strani realnost pa je malo drugačna kar se tudi vidi po glasih ki jih imajo komentarji... On se skuša prikazati kod legenda je pa... .strinjam sene strinjam se"
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,"Napisal:nothanksmoč komentarja:-10+112Strokovnosti mu ne gre očitati. Glede na njegovo vzvišenost, občutek superiornosti in splošen odnost do študenta pa se ne čudim govoricam na FERIju.strinjam sene strinjam se"
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,"moč komentarja:-4+77""Kolegi, če mislite zamujat, ostanite kr zunaj""

Po tej izjavi še dolgo, dolgo nisem mogel spati. Ne vem zakaj bi mi kdorkoli hotel povzročiti takšno psihično traumo, kaj šele profesor, ki me sploh ne uči. Jaz bi se res vprašal ali je to profesionalni pedagoški odnos do študenta, ki je zamudil na predavanje zaradi takšnih in drugačnih okoliščin, ki so lahko opravičene.

Prosim za upvote, če jih zberem 69 si priskrbim psihologa, ki bo popravil moj zelo, zelo poškodovan um.

Najlepša hvala,

tvoj vsakodnevni študent FERI - jastrinjam sene strinjam se"
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,"moč komentarja:-10+45brez komentarja, pri njegovem predmetu senzorji se dela samo pametnega, nebo pa nič kaj dobro razložil.strinjam sene strinjam se"
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,Napisal:denisBEDAKmoč komentarja:-3+30Odnosi do študentov- katastrofastrinjam sene strinjam se
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,"Napisal:dolajicekmoč komentarja:-3+30Najslabši profesor na feriju. Vzvišen, antipatičen, neprijazen, itd..strinjam sene strinjam se"
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,moč komentarja:-1+26katastrofa..strinjam sene strinjam se
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,"Napisal:denisekBUTLmoč komentarja:-2+27DENIS bedaček mali. Samo pametuje ves čas, nič kaj pametnega ne da iz sebe.strinjam sene strinjam se"
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,"Napisal:Špricermoč komentarja:-5+25Ne sam ne. Profesor je sam vrgu vso gradivo skup, da je čim več se za piflat. Sama piflarija in je pravzaprav samo kolk fejst si lahka zafilaš glavo s stvarmi ko jih boš po izpitu v 1 tednu pozabu, če nisi psihič seveda. Misli, da obstaja samo njegovo področje in namesto, da bi meu svojo firmo je profesor, ker tuki ga nemore asistent nekam poslat. #poceni delavna silastrinjam sene strinjam se"
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,"moč komentarja:-2+15Za vse, ki ste 2. letnik avtomatike, vam bo postalo žal, da se niste vpisali na energetiko. Ne vem kdo ga je ocenil z več kot 1 zvezdico, verjetno on sam ali pa njegovi asistenti katere je v to prisilil. Katastrofalen profesor.strinjam sene strinjam se"
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,moč komentarja:-1+12najslabšistrinjam sene strinjam se
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,"moč komentarja:-2+12Ta ma takoj pokvarjen dan in je slabe volje če more komu pozitivno oceno vpisat, zato se tega izogiba kot vrag križa (:strinjam sene strinjam se"
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,Napisal:denis najslabsimoč komentarja:-2+11najslabsi profesor na feriju..strinjam sene strinjam se
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,moč komentarja:-1+10najslabši everstrinjam sene strinjam se
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,moč komentarja:-3+10najslabši profesor na feri-justrinjam sene strinjam se
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,Napisal:denis kmetmoč komentarja:-0+6najslabši profesor kar sem jih imel...strinjam sene strinjam se
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,"moč komentarja:-0+6Eno je bit strog in zahtevat veliko od študentov, neki čist drugega je pa namerno podjebavat in mučit študente z večkrat preobilno zahtevnostjo in količino snovi. Škoda, ker predavanja ma svetovna in tut snov je zanimiva, ampak kolikviji in izpiti so pa grozni. Si upam stavt da tisti ki nardijo njegov predmet 3 dni po tem ko oddajo polo pozabijo 90% vsega, kar so se naučili.strinjam sene strinjam se"
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,moč komentarja:-2+8Najslabsi everstrinjam sene strinjam se
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,"moč komentarja:-3+9Psihopat, zaradi njega sem raje šel magisterij delat na drugo fakultetostrinjam sene strinjam se"
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,"Napisal:Good luckmoč komentarja:-1+6Profesor, ki si domišlja, da je edini strokovnjak na svetu, hkrati pa razlaga, kot da je v srednji fazi PowerPoint odvisnosti. Vse skupaj pa začini še s klasičnim “nisem razložil, ampak to morate znat” pristopom.

Ocene? Odvisne od ure dneva in njegovega astrološkega znaka. Pedagoški odnos? Če ga zamudiš, te sesuje – če prideš, ti uniči voljo do znanja.

Če imate občutek, da gledate datasheet in poslušate človeka, ki ga moti obstoj študentov – niste sami. Če pa preživite, iskrene čestitke – terapevti imajo že pripravljene termine.strinjam sene strinjam se"
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,"moč komentarja:-0+5Vpon pišemo, Dobra ocena za +karmostrinjam sene strinjam se"
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,Napisal:Kmet denismoč komentarja:-1+5Katastrofastrinjam sene strinjam se
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,Napisal:Master of Disastermoč komentarja:-0+2KING OF THE JUNGLE.strinjam sene strinjam se
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,"Napisal:Meh vs študentmoč komentarja:-2+3Res je da se profesor malo preveč visoko obnaša, ampak ti vse pojasni kaj ga vprasas. Predmet senzorska tehnika je zelo širok in se veliko splača ga naredit z kolokvijima.  Enostavo se rabite prejeti učenja, ni šans da se boste učili en ali dva dni prej kolokvija in naredili. Za kolokvij se minimalno morate učit 2 tedna vsak dan, a za izpit okoli 1 mesec. Tako da si izberite kateri pot hočete imeti.  Za kolokvij / izpit morate imet čim več sliki/shema/grafa/formuli, razen če bo kolokvij/ izpit izgledal kot esej, ne bo dober rezultat. Če ste 2. Razred mehatronike vs boste imeli dosti časa za učenje ker 2. Semester ima malo kolokvijev (imeli booste samo 3 kolokvija a ob teh 3, 2 so senzraka tehnika, vse ostalo so obvezni izpiti). Če boste z kolokvijem na meji, boste lahko imeli usni zagovor ali boste popravljali  kolokvij kateri je bil spodaj 51% (če boste imeli oba dva spodaj 51% greste na izpit ali usni zagovor če je blizu meje). Če grste na izpit, nemojte ravno tako da ga pregledate in za 10 min greste ven. Če ne mislite napisati izpit nad 40% booste mo poškodovali ego in bo vas teško pustil. Meni osebno predavanja niso nekaj pomagala, ampak odvisno ob osebe moguče vama bo pomoglo. Tako da na koncu se 2 tedna prej kolokvija začnite učit in 2. Semester bo vam lahki. Nesmete si dovoliti da greate na izpit iz tega predmeta.strinjam sene strinjam se"
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,"moč komentarja:-16+12Meni je profesor na predavanjih zanimiv, rad grem na senzorsko tehniko. tut všeč mi je k se učasih zna pošalit in reče kaj smešnega in kaj razloži z neko metaforo ki je nikol ne pozabiš (atomi kovin so slabe mame svojim elektronom), ocenjevanja pa nebom komentiro ker mi kr slabo postane...strinjam sene strinjam se"
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,moč komentarja:-6+1Pa en predmet na tem faksi pa se že lahko malo bolj učite no. Ne bit leni pa se lepo sproti učte pa bo šlo brez problema :)strinjam sene strinjam se
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,"moč komentarja:-12+2Kljub vsem slabostim, je še vedno največji šef.strinjam sene strinjam se"
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,moč komentarja:-16+6Legenda! Najboljša predavanja!strinjam sene strinjam se
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,"moč komentarja:-33+21Predavanja so enih bolših na fakulteti ampak zhteva ogromno na kolokvijih in izpiti, je pa kr vzvišan profesorstrinjam sene strinjam se"
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,"moč komentarja:-25+9ma najboljša predavanja, res je da tudi pričekuje dosti od študentov, treba se učit.strinjam sene strinjam se"
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,"moč komentarja:-69+53Predavanja in tudi to, da se moramo veliko naučiti mi je všeč. Je pa profesor zelo subjektiven pri ocenjevanju testov (zagovor po pisnem delu). Prav tako je samoocenjevanje samo zajebavanje študentov, če se ne oceniš čisto tako kot on hoče!strinjam sene strinjam se"
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,"Napisal:matkomoč komentarja:-125+103Odličen profesor, če bi bli vsi profesorji taki, bi z faksa saj neki znanja odnesli!strinjam sene strinjam se"
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,moč komentarja:-83+34Najzanimivejša predavanja + največ se naučiš (si prisiljen). Odličen odnos do študentov.strinjam sene strinjam se
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,moč komentarja:-75+18Đoni je car.strinjam sene strinjam se
Đonlagić Denis,https://profesorji.net/profesor/feri/uni/donlagic,Napisal:borutmoč komentarja:-73+13KRAL!strinjam sene strinjam se
Šafarič Riko,https://profesorji.net/profesor/feri/uni/safaric,moč komentarja:-26+45Ja res je eden najboljših profesorjev. Več takšnih bi moralo biti.strinjam sene strinjam se
Šafarič Riko,https://profesorji.net/profesor/feri/uni/safaric,moč komentarja:-26+41Mislim da tudi eden taboljših profesorjev na šolistrinjam sene strinjam se
Šafarič Riko,https://profesorji.net/profesor/feri/uni/safaric,"moč komentarja:-1+13Profesor je izjemno vesel če prideš na govorilne ure in zelo zelo rad pomaga, če kaj ne znaš in je izjemno prijazen. Tudi domače naloge, ki so za oceno, ti bo pomagal rešit ali v živo ali pa preko maila če ga prosiš za pomoč. Tudi, če si tup kot kamen, dokler da vztrajaš in pokažeš zanimanje za njegov predmet ni šans da ne narediš predmeta. Na govorilnih urah je strpen, tudi če ti more eno in isto zadevo razložit 10x nebo slabe volje al pa jezen al pa nič, prav zares najbolši profesor v zgodovini vseh profesorjev. Pa še predavanja ma daleč najbolša na šoli; tisto kar dela on na predavanjih je tudi v njegovi skripti in bo tudi na kolokviju/izpitu. Nemorem prehvalit Rikeca pa da je nevem kaj.strinjam sene strinjam se"
Šafarič Riko,https://profesorji.net/profesor/feri/uni/safaric,Napisal:hrvatmoč komentarja:-9+20Profesor je super. Odlično razlaga snov in mi je všeč to kar pripoveduje zgodbe iz svojega življenja in uči študente ter razlaga gradivo na podlagi izkušenj.strinjam sene strinjam se
Šafarič Riko,https://profesorji.net/profesor/feri/uni/safaric,moč komentarja:-1+11zanimive urestrinjam sene strinjam se
Šafarič Riko,https://profesorji.net/profesor/feri/uni/safaric,"moč komentarja:-1+10💀 ekscentričen profesor, ampak na zelo zelo dober načinstrinjam sene strinjam se"
Šafarič Riko,https://profesorji.net/profesor/feri/uni/safaric,"moč komentarja:-8+15Nevem kakšen je bil profesor včasih, ampak zdaj ko poteka delo na daljavo je enostavno obupen. Kolokviji potekajo na zelo zmeden način, premalo časa za kolokvij, zamuja na kolokvije.... Ko se želiš kaj dogovoriti z njim glede kolokvijev ali razlage med predavanjem te enostavno noče upoštevati, tudi če pride predlog s strani vseh študentov.strinjam sene strinjam se"
